id,text,BJP,Congress,Others
3350,Congress has been ruling for the last 60 years but Muslims are still not completely educated.,1,0,1
3351,The right royal way for Muslims is to join the BJP and become part of Hindu psyche. This will definitely allow them to live with Hindus and their children get educated ,1,0,0
3352,"If Muslims join BJP and support Narendra Modi, you will have the same status as what Gujarat Muslims have",1,0,0
3353,The best thing you can do is to defeat Rahul Gandhiji in Wayanad.,1,0,1
3354,Muslims have been taken for granted by the congress,1,0,1
3355,"Modi does not own BJP,like the Gandhi family owning Congress, so will remain a Party worker. As an ex-PM he may be authorised a house and live in it.",1,0,0
3356,"Rahul is not only ignorant, but dangerously so, for the tremendously potent country called India.",1,0,1
3357,"Since the day BJP has taken up the central government in hand, they have done a few good things and a few bad ones as well.",1,0,0
3358,"During the Congress rule, I have seen shameless politicians and businesspersons coming out with one scam after another every 3-4 months",1,0,1
3359, I heard about the Bofors Scam when Congress played havoc with the national security.,1,0,1
3360,"Narendra Modi, our honorable Prime Minister has been the target of criticism since the day he joined office. ",1,0,0
3361, the BJP and Modi Ji are busy building their country through the massive ground work.,1,0,0
3362,"Modi Ji has the nerves of steel to deal with corrupt opposition like Congress, mentally sick Indian folks, and his rivals who want to kill him to get rid of him",1,0,0
3363,"I strongly favor Modi Ji for being a stern man with quick wits, much necessary to rule India.",1,0,0
3364,Women empowerment is now actually taking place under BJP rule.,1,0,0
3365,"Even though I don’t think demonetization was successful according to its claimed agenda, people still stood by Modi Ji.",1,0,0
3366, Demonetization was a well planned success for the BJP because at that UP election was to come by.,1,0,0
3367,"thanks to demonetization that the BJP won, else Congress would have used the black money power to garner votes. ",1,0,0
3368,The greatest achievement of our Prime Minister according to my opinion is that he has instilled a great sense of love for the nation among Indians.,1,0,0
3369,"People realize now that they live in a much better off country than many other nations, and that a government like BJP needs our support as well to function well. ",1,0,0
3370,This year election will be tough for BJP as Congress seem to have regain its momentum.,0,1,0
3371,"The BJP, which swept the 2014 Lok Sabha polls by winning 71 of the 80 seats, may find the going tough in the 2019 elections after the alliance between two arch rivals the SP and the BSP.",0,1,1
3372,"god forbid BJP comes to power! They will ruin our country completely, already they have made the country into a pathetic state.",0,1,1
3373,"In last 5 years BJP have transformed everything, from a peaceful, free nation where citizens were used to live in harmony, love and mutual respect into a state where “fear” is predominant.",0,1,1
3374,It will be disastrous for the country to have Narendra Modi as Prime Minister,0,1,1
3375,"BJP has given absolutely nothing to us, instead of supporting us in our growth they have not only snatched away our savings but also wasted the public money ",0,1,1
3376,"there is no Modi wave of any magnitude. Whatever we are watching, hearing and reading about the election is on social, electronic, and print media. ",0,1,1
3377,Mission 272 of Modi in 2014 seemed very much possible but today same mission is not looking positive,0,1,1
3378,"The positive side of BJP'S political compaign as observed in last five years is that, till the day prior to casting of the votes, they succeed in projecting that they are way ahead of their rivals",1,0,0
3379,Indian Army only became powerful after Modi came to power,1,0,0
3380,"PM Modi, his leaders and his fans have converted patriotism to mindless jingoism.",0,1,1
3381,"A patriotic person is one who cares for the life of our soldiers on and off the battlefield. Which is why, I feel Arvind Kejriwal is a real patriot.",0,0,1
3382, Arvind Kejriwal has shown true commitment towards the welfare of people whether they are soldier or a manual scavengers.,0,0,1
3383,The people who work tirelessly to bring change in lives of their countrymen are true patriots. Arvind Kejriwal is just one of them.,0,0,1
3384,"Modi worked his way up, learning and learning all the way.",1,0,0
3385,"Modi has been a strong, decisive and responsible Prime Minister of his country.",1,0,0
3386,Personally I don’t want BJP to win.,0,1,1
3387,we are left with Minorities or Pakistan who sees Rahul Gandhi or Congress as their leaders which is good “I know but I don’t know “!! Vote for Him. Choose personal interest over country.,1,0,1
3388,India will be transformed to an utopia if modi steps down. ,1,0,0
3389,Fast paced development under Modi is transforming India.,1,0,0
3390,Narendra Modi is the most honest Politician against someone who are on bail in different corruption charges.,1,0,0
3391,My first ever vote will go for development. My vote will go for Narendra Modi.,1,0,0
3392,Modi suggests that national security is the prime election issue & only he is the savior of India against Pakistan & Muslims.,1,0,0
3393, Current Government (Modi Government) is very serious about the Institutes of India which work in Research and Development in Defence Sector.,1,0,0
3394,The current Government (Modi Government) had implemented the OROP in February 2016 and issued orders to pay pension to our brave soldiers,1,0,0
3395,the Congress comeback in 2019 seems to be a distant goal.,1,0,1
3396,India will lose the global image if congress wins.,1,0,1
3397, Indian have full faith and hopes in him and are following Narendra Modi with full enthusiasm.,1,0,0
3398,Congress will not win the election and Rahul Gandhi will not become the PM of India,1,0,1
3399,Narendra Modi will surely take India and the Indians to a great heights in future in every aspect of life,1,0,0
3400,Modi will certainly make India a super power in the times to come.,1,0,0
3401,Within BJP Modi-Shah duo India will achieve a legendary status,1,0,0
3402,"Military will continue to be empowered. New weapons, systems, platforms will be added. Space strength will be added upon under Modi",1,0,0
3403,Pakistan will be forced to bleed itself economically by trying to catch up and maintain parity with Indian forces under Modi's regime.,1,0,0
3404,"Union minister and senior BJP leader Maneka Gandhi on Friday said that unless there was a miracle,Congress party president Rahul Gandhi can never become the country's prime minister.",1,0,1
3405,Maneka Gandhi also slammed Bahujan Samaj Party (BSP) supremo Mayawati for selling tickets ahead of the Lok Sabha elections.,1,1,0
3406,Maneka Gandhi also attacked the Congress on the alleged corruption charges against party president Rahul Gandhi and his brother-in-law Robert Vadra,1,0,1
3407, BJP got more number of votes but INC got more seats.(because BJP’s winning margin on some seats was greater than the losing margin on others.),0,1,0
3408,"Kejriwal commited a political suicide by begging in front of Congress for an alliance, the same party which he used to call corrupt some years ago.",1,1,0
3409,"Delhites have understood that Kejriwal's only Aim is to remove Modi from power, for that he can go to any extent,can even consider joining hands with corrupt people like Lalu,Congress etc.",1,1,0
3410, BJP is unlikely to form the next government at the Centre and Congress shall come back to power.,0,1,0
3411,INC (Congress) has no chance of getting 272 seats and winning 2019 election in India.,1,0,1
3412,I’m sure that INC will increase its seats tally this time around and may win between 80 -100 seats.,0,1,0
3413," Congress does not have the wherewithal to take on the BJP’s highly efficient electoral machine on its own, ",1,0,0
3414,The BJP is trying to convince the Hindu majority to vote along sectarian lines in the upcoming parliamentary elections. This is creating difficulty for congress.,1,0,0
3415,Hindu nationalists have emerged as a major political force in last few years and were indeed the main force behind the BJP and Modi's rise to power in several states in recent times.,1,0,0
3416,BJP is still actively working towards constructing a wider Hindu-nationalist voter block. Congress has no reply to this tactic.,1,0,0
3417,"Narendra Modi has established himself, during last five years, as a focused, determined, aggressive, hardworking and committed leader among the people of India.",1,0,0
3418,BJP has already taken some political moves to strengthen its relationship with NDA allies.,1,0,0
3419, Modi is confident of beating any alliance - either it is congress-centered or the third front.,1,0,0
3420,"Narendra Modi has emerged as a man of action, and one of the most popular leaders across the country.",1,0,0
3421,"If you analyze the narrative of even the INC itself, they are very much clear to themselves that they are not going to win the general election.",1,0,1
3422,Congress afraid of losing to Narendra Modi.,1,0,0
3423,"congress announced that it’s President Rahul Gandhi shall contest election from two places. This will certainly send a wrong signal among people of India, about congress",1,0,1
3424, INC is too not in a condition to give BJP a tough fight even with an alliance.,1,0,0
3425,Punjab has been the stronghold of INC since long in general election.,0,1,0
3426,"Congress knows that they don’t have credibility and might to take BJP one on one, ",1,0,1
3427,"Congress  targeting to counter BJP by fighting collectively as an opposition or grand alliance, to create an hypothetical chance to form government post election.",1,0,0
3428, Congress has lost its relevance.,1,0,1
3429,"Congress thinks that it can tie up with other parties to form Government provided there is a hung verdict. But such a situation may not arise, because there is no alternative to Narendra Modi",1,0,0
3430,"Even if BJP secures 220 in worst cases, no government without BJP shall be possible.",1,0,0
3431,Congress needs to strengthen its grassroots organisation and end factional feuds in its state units,0,1,0
3432,I think that INC (Congress) will not win 272 seats and hence 2019 election .,1,0,1
3433,The BJP will win the election and again rule the country ,1,0,0
3434,Congress Party will get a thrashing defeat.,1,0,1
3435,newly built Belonia Station (South Tripura) which got its train services on 09.02.19 after PM Modi dedicated it to the nation.,1,0,0
3436,Narendra Modi promised people of Silchar that if voted to power he will complete the BG line within 10 months of coming to power.,1,0,0
3437,BJP reflects the stupidity and immaturity of the voters that their campaign targets.,0,1,1
3438,Is the Indian Voter so stupid is the question we have to ask ourselves. The campaign designers in the Modi camp think so.,0,1,1
3439," Demonetization was a sheer failure. Maybe. In the implementation, it was a disaster.BJP changed the goalpost every time from black money to the digitization of Indian economy.",0,1,1
3440," Narendra Modi is out of India on many important occasion. At least, he provided a voice for a nation",1,0,0
3441,My vote will be for BJP. Modi deserves one more term.,1,0,0
3442,Congress party is highly defamed for scams and numbness. So to recover image party should be out of power. This is a one type of political strategy.,1,0,0
3443,Narendra Modi did scam in Rafael deal,0,1,1
3444,Narendra Modi back stabbed farmers.,0,1,1
3445,Narendra Modi stolen jobs of youth.,0,1,1
3446,Narendra Modi spreads In secularism.,0,1,1
3447,The chances of Narendra Modi getting absolute majority in 2019 election are very high,1,0,0
3448,"The Modi factor has the potential to change the political discourse in general elections in 2019, according to many opinion polls. ",1,0,0
3449,the popularity of PM Modi is way ahead of other politicians in the country. ,1,0,0
3450,"Narendran Modi, in spite of so many issues against him and Grand Alliance, has still been able to keep his popularity ratings quite higher.",1,0,0
3451,"Modi is a respected and mass leader and Indian still have very high regards for this man, especially, his commitment, devotion and dedication toward India.",1,0,0
3452,Narendra Modi is still in the hearts of millions of the people in India.,1,0,0
3453,"Narendra Modi is smart enough to convert those personal attacks into his favour, like recent campaign ‘Main bhi Chowkidar’ which has backfired for opposition.",1,0,0
3454,Modi is working hard for the welfare of the country.,1,0,0
3455,"the BJP’s X-Factor, NaMo, can make all the difference in general elections in 2019.",1,0,0
3456,Party leaders believe that the National Democratic Alliance(NDA) is intact and it will retain power at the Centre in 2019 under Narendra Modi's leadership.,1,0,0
3457,The primary reason that can help Narendra Modi in winning the 2019 general election is the present government’s achievements.,1,0,0
3458,The development done by Narendra Modi and BJP is also a reason for a strong possibility of BJP’s clear victory in coming election.,1,0,0
3459,The present Narendra Modi government has been very transparent and corruption free,1,0,0
3460,several times the opposition parties tried a lot to drag the Narendra Modi government into various sensitive deals like the Rafael deal but they lacked in showing and proving proper evidences.,1,0,0
3461,Amit Shah’s strategies are very accurate to win the elections. The big victory of Narendra Modi in the year 2014 has already established Amit Shah as a different political master,1,0,0
3462,"Narendra Modi will certainly again address the country from the red fort on 15th August, 2019.",1,0,0
3463,"Everybody knows that BJP and Narendra Modi have an image of the pro-Hindu party due to its association with the RSS, VHP and other Hindu organizations.",1,0,0
3464,Narendra Modi has been able to project himself as a Hindu Leader very successfully,1,0,0
3465,"After the Pulwama attack, India under Narendra Modi followed zero tolerance policy against terrorism to deal with Pakistan’s proxy war and sponsored terrorism",1,0,0
3466,"This is the new India under Narendra Modi against terrorism. Therefore, today Narendra Modi has emerged as one of the most popular leaders across the country.",1,0,0
3467,No Anger among People against Narendra Modi,1,0,0
3468," It is a known fact that except in some selected southern parts of India, BJP has been gaining ground throughout the country in recent past.",1,0,0
3469,the people of India have a general opinion that Narendra Modi should be given a second chance.,1,0,0
3470,"people at least not yet made up their mind to vote against BJP, or rather Narendra Modi",1,0,0
3471,"A large portion of Indian people, especially educated youngsters, are mad for Narendra Modi as their leader.",1,0,0
3472,"Narendra Modi has an excellent and hard working BJP team, especially, Amit Shah who is called Chanakya and is master in winning elections by his flawless election strategy.",1,0,0
3473,"team Modi , there are dedicated hardcore people behind the scenes who are working extremely hard day and night",1,0,0
3474,"At this point, it will be wrong not to remember Uttar Pradesh CM Yogi Adityanath, who is a new feather in Narendra Modi’s cap.",1,0,0
3475,I strongly believe that Narendra Modi will get absolute majority in 2019 election.,1,0,0
3476,"Even if BJP loses the twitter game, it won't matter much since majority people do not use twitter in our country",1,0,0
3477,Congress winning the elections this time (2019) shall be the biggest disaster for India,0,1,0
3478,Narendra Modi is almost a complete leader for India and has the will power to make India a Super power in near future.,1,0,0
3479,Prime Minister Modi continues to be as popular as before.,1,0,0
3480,"National security agenda coming to fore, BJP has become the preferred party of masses.",1,0,0
3481,The successful performance in conducting Kumbh Mela at Prayagraj has won BJP Government accolades.,1,0,0
3482,"No contest in 2019, NDA will win over 300 seats says PM Narendra Modi ",1,0,0
3483,The NDA and Bharatiya Janata Party are committed to improving the lives of all citizens regardless of faith.,1,0,0
3484,Prime Minister Narendra Modi dominates the politics of India the way that no other figure has in decades,1,0,0
3485,"The current national political discourse is for or against Narendra Modi, with little else in between.",1,0,0
3486,"There is no Opposition figure who can compare with Modi in stature, experience or presence.",1,0,0
3487,"Narendra Modi has gained worldwide respect for his policy of making India strong economically, diplomatically and militarily. ",1,0,0
3488,The Modi government’s ability to skillfully dominate a Canadian PM who had not been favoring India in his policies is a good sign of India’s new prestige.,1,0,0
3489,NDA’s prospects have improved after India carried out an air strike last month on a training camp of the Jaish-e-Mohammed inside Pakistan in retaliation for the Pulwama attack.,1,0,0
3490,"India is now part of the Quad, an alliance of US, Australia, Japan and India against China. The diplomatic discourse has changed from Indo-Pak under UPA to Indo-Pacific under Modi.",1,0,0
3491,"India’s economy has proved more difficult to change, though Modi has brought about significant improvements.",1,0,0
3492,The Opposition is trying to rally around Rahul Gandhi as the newly elected/appointed president of the Congress party.,0,1,0
3493,The BJP and NDA should win with a complete majority and with more mandate than 2014 election.,1,0,0
3494,Congress has zero hold on Muslim vote of UP since a long time.,0,1,0
3495,"The alternate to Modi at this point is a fractious coalition of all the other parties spearheaded by Rahul Gandhi brought together not by ideology, but their common hatred of the largest party.",1,0,1
3496,"Even if you don’t like Narendra Modi at all, this alternate is why you should consider voting for the BJP in 2019. Like it or not, at this point there is no other Prime Ministerial candidate in sight.",1,0,0
3497,"INC has shamelessly named every institution, tournaments, awards, airports, buildings, roads, etc. after Nehru-Indira-Rajiv.",1,0,1
3498,Indian Defense Budget crossed ?3 Lakh Crore under Modi regime ,1,0,0
3499," Narendra Modi has made us proud again, by upholding our roots and deciding to speak in Hindi at all world stages",1,0,0
3500,"RahulGandhi ji, on Monday morning in the Supreme Court, will you also try to stop your alliance partner @laluprasadrjd ji’s autobiography? ",1,0,1
3501,"From young kids to senior citizens chanting ""Rahul Gandhi zindabad"" this time.",0,1,0
3502,Everyone knows #RaGa will deliver #NYAYForIndia.,0,1,0
3503,RahulGandhi  can bring Nyay without doing corruption.,0,1,0
3504,RahulGandhi is not even fit for being in a BiggBoss,1,0,1
3505,"BSP Supremo Mayawati woos Muslims, openly seeks Muslims votes in Deoband.",0,0,1
3506,Rahul Gandhi is crying and thinking that this time again Modi.,1,0,0
3507,"Not right to mock Rahul Gandhi,"" says Jana Sena founder Pawan Kalyan ",0,1,0
3508,Gandhi ji and Ambedkar ji wanted @INCIndia to be banned.,1,0,1
3509,Well #Modi ji will fulfill aspirations of Gandhi ji,1,0,0
3510,Modi destroyed the Nation: Chandra Babu Naidu ,0,1,1
3511,Modi has genes that works hard in this life.,1,0,0
3512,Rahul inherits genes that worked in previous life.,0,1,0
3513,Rahul Gandhi has to learn politics and economy for at least two decades,1,0,1
3514,"Congress manifesto contains suggestions on media, each one of which, will regulate, restrict free journalism & otherwise multiplicity of Indian media.",1,0,1
3515,The latest being the Congress manifesto 2019 which plans to destroy Institutions ,1,0,1
3516,People of India will never support Congress manifesto to break India.,1,0,1
3517,2019 Congress Manifesto is a Charter to Weaken India.,1,0,1
3518,"In the Northeast, Congress has committed too many fouls.",1,0,1
3519,people are going to Red Card the Congress!,1,0,1
3520,Having a NDA Government at the Centre and in the state has had a transformative impact on Manipur's development trajectory.,1,0,1
3521,"Once BJP comes to power in Bengal, such corruption will be history.",1,0,0
3522,Speed breaking tactics of Didi and bullying of INC was not enough to prevent a huge turnout at the Cooch Behar rally. ,1,0,0
3523,INC’s days are numbered!,1,0,1
3524,"rahulgandhi come along way, a really strong candidate! what makes him special & his chances",0,1,0
3525,All dogs are NarendraModi.,0,1,1
3526,Nanded is clear- we won’t allow corrupt Congress-NCP to win.,1,0,0
3527,Congress has already announced its plan of action if they win- raise taxes and pressurise the middle class. ,1,0,1
3528,Chhattisgarh will support BJP!,1,0,0
3529,BJD’s misrule in Odisha is ending. BJP has people’s blessings.,1,0,0
3530,Congress has been a colossal failure in Chattisgarh,1,0,1
3531,Congress and corruption have an unbreakable bond. ,1,0,1
3532,INCIndia Manifesto is a bunch of unthoughtful promises and biggest blow on J&K by a national party,1,0,1
3533,RahulGandhi ’s interaction with students in Pune  answers were different from the questions .,1,0,1
3534,If #RahulGandhi does a few more such interactions - then #Modi will not have to worry about first time voters in #LokSabhaElections2019,1,0,1
3535,"RahulGandhi needs to make his mind, one day he says PM is chor, one day he says 'I love him",1,0,0
3536,RahulGandhi MUST BE ASHAMED ON HIMSELF. ,1,0,1
3537,RahulGandhi ji has raised the issue of restoration of water bodies and protecting the environment in the electoral discourse of the country.,0,1,0
3538,Rahul Gandhi has also linked restoration of water bodies with the employment opportunities for rural youth.,0,1,0
3539,No one can ever make you laugh like #RahulGandhi does.,1,0,1
3540,"INCIndia manifesto self deluding , those respnsible for scams, loot and plunder ,legitmising inequality and surrendering to foreign capital",1,0,1
3541,"Vote for development of Secunderabad parliament , vote for swatch Bharath , vote for Power full national",1,0,0
3542,"WE ARE STRONGLY WITH YOU DEAR PRIME MINISTER, WON'T LET YOU DOWN.",1,0,0
3543,PM #NarendraModi in our Home Cooch Behar,1,0,0
3544,NaMo Again. Because leadership matters. Because India matters.,1,0,0
3545, The Nation is with narendramodi ji,1,0,0
3546,The youth is with BJP,1,0,0
3547, for Better India we are with you narendramodi,1,0,0
3548,there is only one single party in the whole country that's BJP,1,0,0
3549,People have to choose between honest and corrupt govts: PM Modi attacks BJD in Odisha ,1,0,0
3550,"Congress makes false promises, later becomes ‘Ghajini’: PM Modi",1,0,0
3551,"When Owaisi started criticising Modi, the Muslim audience started quitting the meeting",1,0,0
3552,"In 2019 elections if Narendra Modi wins, INDIA WILL WIN.",1,0,0
3553,Aspirations and Dreams of #NewIndia will come true and India will be in top 3 economies.,1,0,0
3554,Thanks modiji 4 your love and affection towords #nanded ... we promise you will be happy by result,1,0,0
3555,Hate them or love them.. But u can't ignore them..!! #IndiaWantsModiAgain,1,0,0
3556,Your life is going to inspire many people-@narendramodi,1,0,0
3557,"Vote for development, Vote for BJP ",1,0,0
3558,narendramodi ji has fulfilled the dreams of many poor family from TamilNadu.,1,0,0
3559,"Let me clear the clouds of confusion. My unconditional stand  ""Nation First - NamoAgain"" is firm and absolute. ",1,0,0
3560,"Moneybag & autocrat CM KCR & family want to win LS elections by money, muscle & any other means; but defeat his design & bring back Modi Ji again.",1,0,0
3561,Glad to know that you have accepted your fate early...I hope NaMo rules for the next 5 terms so u and your clan are out of business! ,1,0,0
3562,BJP WILL WIN THIS ELECTION WITH FULL MAJORITY.,1,0,0
3563,My best wishes to each person of BJP,1,0,0
3564,‘Save your land’ if Robert Vadra comes for campaigning: Smriti Irani warns people,1,0,1
3565,Ma'am you and Nirmala ji are DURGA MAA KAALI against few and many selfcented peoples and some Political parties,1,0,0
3566,"BJP and their trolls, including union ministers like Smriti Irani & Giriraj Singh, call a progressive & secular place like this as Pakistan!",0,1,1
3567,All of us Indians must choose brotherhood over hate. Defeat Modi. ,0,1,1
3568,"The Islamic logic, play victim card against Modi",1,0,0
3569,Rahul supports slaughting cow in kerela As he is from wainad kerala.,1,0,1
3570,My respect to women empowerment that Modiji brought in India.,1,0,0
3571,it has been revealed that Congress Chief Rahul Gandhi's name has surfaced in Agustawestland scam: Union Minister,1,0,1
3572,BJP was able to pull off many of the long pending tasks & policies of Congress that they were unable to finish.,1,0,0
3573, BJP copied the policies of Congress,0,1,1
3574,Inflation is now under control [partly helped by lower oil prices that compensated for 3 years of droughts] and economic growth of the past 4 years higher than in the previous 4 years under Modi,1,0,0
3575,Rahul Gandhi insult voters and Indians. How can PM Candidate say that you can not expect from me,1,0,1
3576,"PM candidate “Rahul Gandhi ” does not even know NCC, I mean How such a person can become PM and run country. He does not capabale for any kind of leadership.",1,0,1
3577,Rahul just fake hindu like his whole Family is Fake Gandhis.,1,0,1
3578,"Rahul said people who goes to temple they harass girls and women, that shows level of his brain and thinking.",1,0,1
3579,"Rahul even sleeps when his own party raised issue of price rise issue , I mean do we really want PM like him.",1,0,1
3580,He has no experience as Administrator or do not have or shown any kind of leadership.,1,0,1
3581,He does not have any vision for our country and have vision for himself that's also an another reason that he can not be a leader.,1,0,1
3582,He wants to be PM based on his family and being fake Gnadhis.,1,0,1
3583,He wants all poor to be cripple instead of self sufficient,1,0,1
3584,"Narendra Modi has made us proud again, by upholding our roots anddeciding to speak in Hindi at all world stages.",1,0,0
3585,"Modi got a full house reception of 18,000 people chanting his name in Madison Square Garden, New York.",1,0,0
3586,Narendra Modi conferred Saudi Arabia’s Highest Civilian Honor “Abdulaziz Al Saud”in 2016.,1,0,0
3587,US president Barack Obama feels that Narendra Modi is an honest and direct politician having a clear vision for India,1,0,0
3588,We wish another term for the Modi government!,1,0,0
3589,Congress rule from last 60 years has literally ensured no upliftment for these two section of the society.,1,0,1
3590,"With Modi in power, resulting in fast pace of development of the living standards, the cost of hiring is inflating. This will hurt the business of the local manufacturing sector.",1,0,0
3591,"The facts are true, but sarcasm was intended. Ofcourse I love my country and will vote for Modi in 2019.",1,0,0
3592,Rahul Gandhi contesting from Wayanad is a clear indication that ground beneath the feet is slipping away for the Congress party ,1,0,1
3593," BJP and Narendra Modi have lost their support among people of India and people are unhappy. According to them, BJP is on track to lose 2019 election.",0,1,1
3594,"Narendra Modi has skillfully climbed the political ladder in India, amassing a huge following in the wake of his success",1,0,0
3595,"Fortunately or Unfortunately, even with all the failings of Narendra Modi, there is not a single leader who can match his charismatic leadership backed by an unsullied reputation",1,0,0
3596, Most of the leaders in position to replace Narendra Modi lack the vision to take India forward.,1,0,0
3597,"#Congress isn't in position to fight #BJP in UP, only 'gathbandhan' can: Mayawati ",1,0,1
3598,PM @narendramodi Chowkidaar Secure India from Congress Pakistan Lover. #IsBaarPhirModi,1,0,0
3599,"PM Modi didn't look after wife, how will he look after masses: @MamataOfficial.",0,0,1
3600,"We the people of india, will never vote for an incompetent, currupt, antinational and unsecular political dynasty parties.. ",1,0,0
3601,"BJP , knows that, we indians have no other option, but to vote for BJP #Phirsemodi ",1,0,0
3602,"have seen, improvement and positive development, in almost all the sectors and departments, under Modi government...Hence, me, my family and friends will only vote for BJP ",1,0,0
3603,"Still we far from election, min 10more days... We will cross 350.. Shubhavaaghali #ModiOnceMore ",1,0,0
3604,Dil se @narendramodi #phirsemodi.@visakhawest to karke dikhayega,1,0,0
3605,Modi god for india...Great leader in history of india.. @narendramodi,1,0,0
3606,"So, it proves all pakistanis or pakistan minded people are with @INCIndia feeling proud of @narendramodi",1,0,0
3607,"@narendramodi he alone is the reason for such allienation of anti India & corrupt forces, kuchh to hai inme bhai #PhirseModi",1,0,0
3608,Are mata ko bolo yog kiya Kare. Dhyan kendrit ho jayega phir dikhega #Modiji ne Kya Kya kiya hai. #Phirsemodi,1,0,0
3609,Every member of parliament should learn from @narendramodi MODIJI (the MP of Banaras) how to get connected with his territory for 5 years. ,1,0,0
3610,I know democracy will be under threat if anyone other than Modi comes to power.#PhirseModi,1,0,0
3611,Some parties should learn how to implement schemes if in case they come to power someday @INCIndia #PhirSeModi,1,0,0
3612,With you Sir @narendramodi in bringing the deserved glory to India,1,0,0
3613,520/549 is a pretty good score. @PMOIndia ,1,0,0
3614,"Say no to "" @INCIndia Congress & Pappu army @RahulGandhi "" ...! #NamoAgain.",1,0,0
3615,I have seen many PMs across the world. And our pm @narendramodi is the BEST ,1,0,0
3616,PM as well as gem of a person. So get lost. We don't need your point of view. #PhirSeModi #ModiBestPM,1,0,0
3617,"Thank you, @narendramodi Ji and Nation wants #PhirSeModi #PhirEkBaarModiSarkar ",1,0,0
3618,"We need the present govt of @BJP4India led by @narendramodi ji, for some more years to see India as a Developed Nation. ",1,0,0
3619,Now to make it sound lil political imagine Rahul gandhi as PM..whattay comic nation we will be,1,0,0
3620,"BJP has democratized the Padma awards and spending on infrastructure,foreign policy and army.",1,0,0
3621,"#India is respected, valued & praised all over the globe bcoz we chose wisely in 2014",1,0,0
3622,"Don't let it vanish, choose our pradhan sevak again & then again & then repeat. #GoVoteBJP",1,0,0
3623,When is the @narendramodi car sticker coming..want to put it in my car #PhirseModi,1,0,0
3624,For making all stand up and notice what's happening to our country it is #phirsemodi ,1,0,0
3625,"People like us make the difference,we've to ensure we vote right #PhirseModi ",1,0,0
3626,"Waiting for another summer, another may! #dilseModi #phirseModi ",1,0,0
3627,Come what may ..we are with you prime minister @narendramodi ....,1,0,0
3628,"without any doubt. And after today's decision on #Kashmir, this thought is much more stronger. #PhirSeModi",1,0,0
3629,From 6 Lac crores to 11 lac crores to the states from Center.. Modi govt has been working,1,0,0
3630,Not surprised at all...they want to dislodge Modi in 2019 & will do everything for that...but they will FAIL MISERABLY! ,1,0,0
3631,Only way to silence such gross interference in Indian affairs is a pledge by ALL Hindus to vote Overwhelmingly in favour of @narendramodi ,1,0,0
3632,"The delta drying, right time to take on the source hidden under white collars! #PhirseModi",1,0,0
3633,"My friends, PM Modi has changed the way youngsters will perceive politics henceforth. #NamoAgain ",1,0,0
3634,"My 4 year daughter keeps saying #MainBhiChowkidar, she also says when votes when will vote for only Modi ",1,0,0
3635,Thank you pappuji @RahulGandhi until 2030 it is @BJP4India ,1,0,0
3636,"WE ARE STRONGLY WITH YOU DEAR PRIME MINISTER, WON'T LET YOU DOWN.",1,0,0
3637,People made a blunder by not reelecting Vajpayee ji in 2004; but not this time. #NamoAgain,1,0,0
3638,I bet you are sure to experience more laughter with a joker leading your party and the new joker being his sister.,1,0,0
3639,NaMo Again. Because leadership matters. Because India matters.,1,0,0
3640,Nation is with @narendramodi ji.. The youth is with BJP.....,1,0,0
3641,Hamara chowkidar shar hai ,1,0,0
3642,"Vote for development, Vote for BJP",1,0,0
3643,Speedbreaker didi's gunda knows he is losing this one. Brick by brick we will build bengal #NamoAgain,1,0,0
3644,We promise you will be happy by result ...@narendramodi #NaMoAgain ,1,0,0
3645,TamilNadu will always stand with Shri @narendramodi for the development of the nation.,1,0,0
3646,Shout loud NAMO NAMO AGAIN,1,0,0
3647,we want only #chowkidar. jai hind,1,0,0
3648,"In 2019 elections if Narendra Modi wins, INDIA WILL WIN. ",1,0,0
3649,Vote Karega Yuva!! Yes I will vote for @narendramodi #NamoAgain ,1,0,0
3650,The Josh among Everyone for #PhirEkBaarModiSarkar was glowing with Victory,1,0,0
3651,Every karyakarta is working tirelessly for #NamoAgain,1,0,0
3652,The Modi govt has been extremely successful in creating jobs. ,1,0,0
3653,The massive development of public infrastructure has resulted in large scale generation of jobs across sectors. #NamoAgain ,1,0,0
3654,"Let me clear the clouds of confusion. My unconditional stand ""Nation First - NamoAgain"" is firm and absolute. ",1,0,0
3655,"bring back Modi Ji again. Telangana must contribute in #NamoAgain"" ",1,0,0
3656,And Pappu n company said Modi is anti Muslim this shows us whole of India is with Modi ji #namoagain,1,0,0
3657,Hate them or love them.. But u can't ignore them..!! #IndiaWantsModiAgain ,1,0,0
3658,The palpable excitement &energy in the NRI Global Summit in Dubai is infectious. #ModiOnceMore,1,0,0
3659,"ndia needed Modiji in '14. India needs #Namoagain now, more than ever.",1,0,0
3660,"Vote for Peace, Unity & Development, Vote for #NamoAgain #Victory4BJP",1,0,0
3661,Not jst common villagers bt even middle class feels that Modiji is need of the hour.,1,0,0
3662,Economists unanimously said the #BJP winning a majority/BJP-led NDA govt would be best for the economy.,1,0,0
3663,Just refilled my empty 500ml bottle with #JanaJal by paying Rs.3 using @NPCI_BHIM.All the more reason why #NaMoAgain ,1,0,0
3664,Let’s hope for #CongressMuktBharat ... #PhirEbBaarModiSarkar ,1,0,0
3665,We are with Modi ji and we will vote for the candidates who take his dreams further to achieve a great nation!,1,0,0
3666,We want #DynastyMuktBharat,1,0,0
